method,split,risk_budget,seed,episodes,success,shape_error,memory_error,memory_calibration_error,mechanism_macro_f1,tail_risk,damage_rate,force_clip_rate,contact_rate,diagnostic_rate,max_stretch,strain_energy
action_conditioned_memory_v5,hidden_strain_memory,0.40,3,8,0.50000,0.14140,0.14746,0.01159,0.75000,0.50000,0.12500,0.00625,0.00833,0.00000,2.24090,1.06779
action_conditioned_memory_v5,hidden_strain_memory,0.40,4,8,0.37500,0.14527,0.22846,0.09470,0.62500,0.62500,0.25000,0.01250,0.01250,0.00000,2.34979,1.19776
action_conditioned_memory_v5,hidden_strain_memory,0.40,5,8,0.37500,0.14694,0.22762,0.08946,0.50000,0.62500,0.37500,0.01250,0.14583,0.00000,2.30628,1.19966
action_conditioned_memory_v5,hidden_strain_memory,0.40,6,8,0.50000,0.14481,0.17105,0.01866,0.62500,0.50000,0.12500,0.01042,0.03125,0.12500,2.29674,1.08651
action_conditioned_memory_v5,hidden_strain_memory,0.40,7,8,0.50000,0.14611,0.15863,0.01203,0.75000,0.50000,0.12500,0.00833,0.01667,0.00000,2.26123,1.04432
action_conditioned_memory_v5,occluded_contact_memory,0.10,0,8,0.37500,0.15011,0.20649,0.07990,0.50000,0.62500,0.25000,0.01250,0.10625,0.00000,2.16700,1.07766
action_conditioned_memory_v5,occluded_contact_memory,0.10,1,8,0.37500,0.14166,0.21507,0.04033,0.37500,0.62500,0.37500,0.01667,0.08333,0.00000,2.52148,1.22378
action_conditioned_memory_v5,occluded_contact_memory,0.10,2,8,0.50000,0.13984,0.13892,0.00394,0.50000,0.50000,0.25000,0.01459,0.06458,0.00000,2.35014,1.12099
action_conditioned_memory_v5,occluded_contact_memory,0.10,3,8,0.50000,0.14460,0.12119,0.02468,0.62500,0.50000,0.25000,0.01458,0.00625,0.00000,2.36353,1.08788
action_conditioned_memory_v5,occluded_contact_memory,0.10,4,8,0.62500,0.13633,0.18575,0.03804,0.75000,0.37500,0.00000,0.01250,0.02708,0.00000,2.15625,1.15461
action_conditioned_memory_v5,occluded_contact_memory,0.10,5,8,0.37500,0.14467,0.19874,0.03570,0.50000,0.62500,0.25000,0.01667,0.01458,0.00000,2.43166,1.20562
action_conditioned_memory_v5,occluded_contact_memory,0.10,6,8,0.25000,0.14575,0.19334,0.03905,0.37500,0.75000,0.50000,0.01458,0.19792,0.00000,2.32599,1.06207
action_conditioned_memory_v5,occluded_contact_memory,0.10,7,8,0.12500,0.14237,0.20744,0.05570,0.50000,0.87500,0.37500,0.01042,0.16875,0.00000,2.30335,1.04303
action_conditioned_memory_v5,occluded_contact_memory,0.20,0,8,0.37500,0.15011,0.20649,0.07990,0.50000,0.62500,0.25000,0.01250,0.10625,0.00000,2.16700,1.07766
action_conditioned_memory_v5,occluded_contact_memory,0.20,1,8,0.37500,0.14166,0.21507,0.04033,0.37500,0.62500,0.37500,0.01667,0.08333,0.00000,2.52148,1.22378
action_conditioned_memory_v5,occluded_contact_memory,0.20,2,8,0.50000,0.13984,0.13892,0.00394,0.50000,0.50000,0.25000,0.01459,0.06458,0.00000,2.35014,1.12099
action_conditioned_memory_v5,occluded_contact_memory,0.20,3,8,0.50000,0.14460,0.12119,0.02468,0.62500,0.50000,0.25000,0.01458,0.00625,0.00000,2.36353,1.08788
action_conditioned_memory_v5,occluded_contact_memory,0.20,4,8,0.62500,0.13596,0.18575,0.03804,0.75000,0.37500,0.00000,0.01250,0.02708,0.12500,2.14016,1.11311
action_conditioned_memory_v5,occluded_contact_memory,0.20,5,8,0.37500,0.14467,0.19874,0.03570,0.50000,0.62500,0.25000,0.01667,0.01458,0.00000,2.43166,1.20562
action_conditioned_memory_v5,occluded_contact_memory,0.20,6,8,0.25000,0.14575,0.19334,0.03905,0.37500,0.75000,0.50000,0.01458,0.19792,0.00000,2.32599,1.06207
action_conditioned_memory_v5,occluded_contact_memory,0.20,7,8,0.12500,0.14237,0.20744,0.05570,0.50000,0.87500,0.37500,0.01042,0.16875,0.00000,2.30335,1.04303
action_conditioned_memory_v5,occluded_contact_memory,0.30,0,8,0.37500,0.15011,0.20649,0.07990,0.50000,0.62500,0.25000,0.01250,0.10625,0.00000,2.16700,1.07766
action_conditioned_memory_v5,occluded_contact_memory,0.30,1,8,0.37500,0.14166,0.21507,0.04033,0.37500,0.62500,0.37500,0.01667,0.08333,0.00000,2.52148,1.22378
action_conditioned_memory_v5,occluded_contact_memory,0.30,2,8,0.50000,0.13984,0.13892,0.00394,0.50000,0.50000,0.25000,0.01459,0.06458,0.00000,2.35014,1.12099
action_conditioned_memory_v5,occluded_contact_memory,0.30,3,8,0.50000,0.14460,0.12119,0.02468,0.62500,0.50000,0.25000,0.01458,0.00625,0.00000,2.36353,1.08788
action_conditioned_memory_v5,occluded_contact_memory,0.30,4,8,0.62500,0.13596,0.18575,0.03804,0.75000,0.37500,0.00000,0.01250,0.02708,0.12500,2.14016,1.11311
action_conditioned_memory_v5,occluded_contact_memory,0.30,5,8,0.37500,0.14467,0.19874,0.03570,0.50000,0.62500,0.25000,0.01667,0.01458,0.00000,2.43166,1.20562
action_conditioned_memory_v5,occluded_contact_memory,0.30,6,8,0.25000,0.14575,0.19334,0.03905,0.37500,0.75000,0.50000,0.01458,0.19792,0.00000,2.32599,1.06207
action_conditioned_memory_v5,occluded_contact_memory,0.30,7,8,0.12500,0.14237,0.20744,0.05570,0.50000,0.87500,0.37500,0.01042,0.16875,0.00000,2.30335,1.04303
action_conditioned_memory_v5,occluded_contact_memory,0.40,0,8,0.37500,0.15011,0.20649,0.07990,0.50000,0.62500,0.25000,0.01250,0.10625,0.00000,2.16700,1.07766
action_conditioned_memory_v5,occluded_contact_memory,0.40,1,8,0.37500,0.14166,0.21507,0.04033,0.37500,0.62500,0.37500,0.01667,0.08333,0.00000,2.52148,1.22378
action_conditioned_memory_v5,occluded_contact_memory,0.40,2,8,0.50000,0.13984,0.13892,0.00394,0.50000,0.50000,0.25000,0.01459,0.06458,0.00000,2.35014,1.12099
action_conditioned_memory_v5,occluded_contact_memory,0.40,3,8,0.50000,0.14460,0.12119,0.02468,0.62500,0.50000,0.25000,0.01458,0.00625,0.00000,2.36353,1.08788
action_conditioned_memory_v5,occluded_contact_memory,0.40,4,8,0.62500,0.13596,0.18575,0.03804,0.75000,0.37500,0.00000,0.01250,0.02708,0.12500,2.14016,1.11311
action_conditioned_memory_v5,occluded_contact_memory,0.40,5,8,0.37500,0.14467,0.19874,0.03570,0.50000,0.62500,0.25000,0.01667,0.01458,0.00000,2.43166,1.20562
action_conditioned_memory_v5,occluded_contact_memory,0.40,6,8,0.25000,0.14575,0.19334,0.03905,0.37500,0.75000,0.50000,0.01458,0.19792,0.00000,2.32599,1.06207
action_conditioned_memory_v5,occluded_contact_memory,0.40,7,8,0.12500,0.14237,0.20744,0.05570,0.50000,0.87500,0.37500,0.01042,0.16875,0.00000,2.30335,1.04303
damage_aware_visible_mpc,combined_memory_stress,0.10,0,8,0.87500,0.14219,0.60825,0.22547,0.75000,0.12500,0.12500,0.04375,0.03750,0.00000,2.22906,1.20501
damage_aware_visible_mpc,combined_memory_stress,0.10,1,8,0.62500,0.14609,0.53475,0.14744,0.50000,0.37500,0.12500,0.03958,0.03125,0.00000,2.30624,1.13635
damage_aware_visible_mpc,combined_memory_stress,0.10,2,8,0.50000,0.14252,0.60384,0.23060,0.37500,0.50000,0.37500,0.04167,0.11667,0.00000,2.25127,1.15506
damage_aware_visible_mpc,combined_memory_stress,0.10,3,8,0.62500,0.15021,0.60246,0.24061,0.50000,0.37500,0.12500,0.03750,0.09583,0.00000,2.17524,1.10322
damage_aware_visible_mpc,combined_memory_stress,0.10,4,8,0.87500,0.14469,0.57450,0.20571,0.62500,0.12500,0.12500,0.03542,0.09167,0.00000,2.24723,1.15425
damage_aware_visible_mpc,combined_memory_stress,0.10,5,8,0.62500,0.14875,0.60617,0.23961,0.62500,0.37500,0.00000,0.03958,0.05625,0.00000,2.21523,1.13702
damage_aware_visible_mpc,combined_memory_stress,0.10,6,8,0.37500,0.15254,0.58664,0.21247,0.37500,0.62500,0.25000,0.03542,0.09792,0.00000,2.32032,1.07896
damage_aware_visible_mpc,combined_memory_stress,0.10,7,8,0.50000,0.14833,0.56035,0.17061,0.50000,0.50000,0.25000,0.03542,0.24167,0.00000,2.19803,1.14801
damage_aware_visible_mpc,combined_memory_stress,0.20,0,8,0.87500,0.14219,0.60825,0.22547,0.75000,0.12500,0.12500,0.04375,0.03750,0.00000,2.22906,1.20501
damage_aware_visible_mpc,combined_memory_stress,0.20,1,8,0.62500,0.14609,0.53475,0.14744,0.50000,0.37500,0.12500,0.03958,0.03125,0.00000,2.30624,1.13635
damage_aware_visible_mpc,combined_memory_stress,0.20,2,8,0.50000,0.14252,0.60384,0.23060,0.37500,0.50000,0.37500,0.04167,0.11667,0.00000,2.25127,1.15506
damage_aware_visible_mpc,combined_memory_stress,0.20,3,8,0.62500,0.15021,0.60246,0.24061,0.50000,0.37500,0.12500,0.03750,0.09583,0.00000,2.17524,1.10322
damage_aware_visible_mpc,combined_memory_stress,0.20,4,8,0.87500,0.14469,0.57450,0.20571,0.62500,0.12500,0.12500,0.03542,0.09167,0.00000,2.24723,1.15425
damage_aware_visible_mpc,combined_memory_stress,0.20,5,8,0.62500,0.14875,0.60617,0.23961,0.62500,0.37500,0.00000,0.03958,0.05625,0.00000,2.21523,1.13702
damage_aware_visible_mpc,combined_memory_stress,0.20,6,8,0.37500,0.15254,0.58664,0.21247,0.37500,0.62500,0.25000,0.03542,0.09792,0.00000,2.32032,1.07896
damage_aware_visible_mpc,combined_memory_stress,0.20,7,8,0.50000,0.14833,0.56035,0.17061,0.50000,0.50000,0.25000,0.03542,0.24167,0.00000,2.19803,1.14801
damage_aware_visible_mpc,combined_memory_stress,0.30,0,8,0.87500,0.14219,0.60825,0.22547,0.75000,0.12500,0.12500,0.04375,0.03750,0.00000,2.22906,1.20501
damage_aware_visible_mpc,combined_memory_stress,0.30,1,8,0.62500,0.14609,0.53475,0.14744,0.50000,0.37500,0.12500,0.03958,0.03125,0.00000,2.30624,1.13635
damage_aware_visible_mpc,combined_memory_stress,0.30,2,8,0.50000,0.14252,0.60384,0.23060,0.37500,0.50000,0.37500,0.04167,0.11667,0.00000,2.25127,1.15506
damage_aware_visible_mpc,combined_memory_stress,0.30,3,8,0.62500,0.15021,0.60246,0.24061,0.50000,0.37500,0.12500,0.03750,0.09583,0.00000,2.17524,1.10322
damage_aware_visible_mpc,combined_memory_stress,0.30,4,8,0.87500,0.14469,0.57450,0.20571,0.62500,0.12500,0.12500,0.03542,0.09167,0.00000,2.24723,1.15425
damage_aware_visible_mpc,combined_memory_stress,0.30,5,8,0.62500,0.14875,0.60617,0.23961,0.62500,0.37500,0.00000,0.03958,0.05625,0.00000,2.21523,1.13702
damage_aware_visible_mpc,combined_memory_stress,0.30,6,8,0.37500,0.15254,0.58664,0.21247,0.37500,0.62500,0.25000,0.03542,0.09792,0.00000,2.32032,1.07896
damage_aware_visible_mpc,combined_memory_stress,0.30,7,8,0.50000,0.14833,0.56035,0.17061,0.50000,0.50000,0.25000,0.03542,0.24167,0.00000,2.19803,1.14801
damage_aware_visible_mpc,combined_memory_stress,0.40,0,8,0.87500,0.14219,0.60825,0.22547,0.75000,0.12500,0.12500,0.04375,0.03750,0.00000,2.22906,1.20501
damage_aware_visible_mpc,combined_memory_stress,0.40,1,8,0.62500,0.14609,0.53475,0.14744,0.50000,0.37500,0.12500,0.03958,0.03125,0.00000,2.30624,1.13635
damage_aware_visible_mpc,combined_memory_stress,0.40,2,8,0.50000,0.14252,0.60384,0.23060,0.37500,0.50000,0.37500,0.04167,0.11667,0.00000,2.25127,1.15506
damage_aware_visible_mpc,combined_memory_stress,0.40,3,8,0.62500,0.15021,0.60246,0.24061,0.50000,0.37500,0.12500,0.03750,0.09583,0.00000,2.17524,1.10322
damage_aware_visible_mpc,combined_memory_stress,0.40,4,8,0.87500,0.14469,0.57450,0.20571,0.62500,0.12500,0.12500,0.03542,0.09167,0.00000,2.24723,1.15425
damage_aware_visible_mpc,combined_memory_stress,0.40,5,8,0.62500,0.14875,0.60617,0.23961,0.62500,0.37500,0.00000,0.03958,0.05625,0.00000,2.21523,1.13702
damage_aware_visible_mpc,combined_memory_stress,0.40,6,8,0.37500,0.15254,0.58664,0.21247,0.37500,0.62500,0.25000,0.03542,0.09792,0.00000,2.32032,1.07896
damage_aware_visible_mpc,combined_memory_stress,0.40,7,8,0.50000,0.14833,0.56035,0.17061,0.50000,0.50000,0.25000,0.03542,0.24167,0.00000,2.19803,1.14801
damage_aware_visible_mpc,hidden_strain_memory,0.10,0,8,0.62500,0.14187,0.49303,0.13771,0.62500,0.37500,0.25000,0.01042,0.01667,0.00000,2.38390,1.19794
damage_aware_visible_mpc,hidden_strain_memory,0.10,1,8,0.62500,0.13773,0.46114,0.09500,0.62500,0.37500,0.25000,0.01042,0.00000,0.00000,2.41340,1.20028
damage_aware_visible_mpc,hidden_strain_memory,0.10,2,8,0.50000,0.14663,0.49762,0.13840,0.62500,0.50000,0.25000,0.01250,0.00417,0.00000,2.43707,1.18655
damage_aware_visible_mpc,hidden_strain_memory,0.10,3,8,0.50000,0.14536,0.44844,0.08925,0.62500,0.50000,0.25000,0.01042,0.00833,0.00000,2.36831,1.19429
damage_aware_visible_mpc,hidden_strain_memory,0.10,4,8,0.50000,0.13986,0.46972,0.10928,0.62500,0.50000,0.25000,0.01250,0.01250,0.00000,2.42605,1.21307
damage_aware_visible_mpc,hidden_strain_memory,0.10,5,8,0.50000,0.14200,0.51436,0.15868,0.50000,0.50000,0.37500,0.01250,0.14583,0.00000,2.37830,1.21865
damage_aware_visible_mpc,hidden_strain_memory,0.10,6,8,0.50000,0.14767,0.45884,0.09539,0.62500,0.50000,0.25000,0.01250,0.02708,0.00000,2.39707,1.16515
damage_aware_visible_mpc,hidden_strain_memory,0.10,7,8,0.62500,0.14355,0.44901,0.09114,0.62500,0.37500,0.25000,0.01250,0.01667,0.00000,2.50041,1.21975
damage_aware_visible_mpc,hidden_strain_memory,0.20,0,8,0.62500,0.14187,0.49303,0.13771,0.62500,0.37500,0.25000,0.01042,0.01667,0.00000,2.38390,1.19794
damage_aware_visible_mpc,hidden_strain_memory,0.20,1,8,0.62500,0.13773,0.46114,0.09500,0.62500,0.37500,0.25000,0.01042,0.00000,0.00000,2.41340,1.20028
damage_aware_visible_mpc,hidden_strain_memory,0.20,2,8,0.50000,0.14663,0.49762,0.13840,0.62500,0.50000,0.25000,0.01250,0.00417,0.00000,2.43707,1.18655
damage_aware_visible_mpc,hidden_strain_memory,0.20,3,8,0.50000,0.14536,0.44844,0.08925,0.62500,0.50000,0.25000,0.01042,0.00833,0.00000,2.36831,1.19429
damage_aware_visible_mpc,hidden_strain_memory,0.20,4,8,0.50000,0.13986,0.46972,0.10928,0.62500,0.50000,0.25000,0.01250,0.01250,0.00000,2.42605,1.21307
damage_aware_visible_mpc,hidden_strain_memory,0.20,5,8,0.50000,0.14200,0.51436,0.15868,0.50000,0.50000,0.37500,0.01250,0.14583,0.00000,2.37830,1.21865
damage_aware_visible_mpc,hidden_strain_memory,0.20,6,8,0.50000,0.14767,0.45884,0.09539,0.62500,0.50000,0.25000,0.01250,0.02708,0.00000,2.39707,1.16515
damage_aware_visible_mpc,hidden_strain_memory,0.20,7,8,0.62500,0.14355,0.44901,0.09114,0.62500,0.37500,0.25000,0.01250,0.01667,0.00000,2.50041,1.21975
damage_aware_visible_mpc,hidden_strain_memory,0.30,0,8,0.62500,0.14187,0.49303,0.13771,0.62500,0.37500,0.25000,0.01042,0.01667,0.00000,2.38390,1.19794
damage_aware_visible_mpc,hidden_strain_memory,0.30,1,8,0.62500,0.13773,0.46114,0.09500,0.62500,0.37500,0.25000,0.01042,0.00000,0.00000,2.41340,1.20028
damage_aware_visible_mpc,hidden_strain_memory,0.30,2,8,0.50000,0.14663,0.49762,0.13840,0.62500,0.50000,0.25000,0.01250,0.00417,0.00000,2.43707,1.18655
damage_aware_visible_mpc,hidden_strain_memory,0.30,3,8,0.50000,0.14536,0.44844,0.08925,0.62500,0.50000,0.25000,0.01042,0.00833,0.00000,2.36831,1.19429
damage_aware_visible_mpc,hidden_strain_memory,0.30,4,8,0.50000,0.13986,0.46972,0.10928,0.62500,0.50000,0.25000,0.01250,0.01250,0.00000,2.42605,1.21307
damage_aware_visible_mpc,hidden_strain_memory,0.30,5,8,0.50000,0.14200,0.51436,0.15868,0.50000,0.50000,0.37500,0.01250,0.14583,0.00000,2.37830,1.21865
damage_aware_visible_mpc,hidden_strain_memory,0.30,6,8,0.50000,0.14767,0.45884,0.09539,0.62500,0.50000,0.25000,0.01250,0.02708,0.00000,2.39707,1.16515
damage_aware_visible_mpc,hidden_strain_memory,0.30,7,8,0.62500,0.14355,0.44901,0.09114,0.62500,0.37500,0.25000,0.01250,0.01667,0.00000,2.50041,1.21975
damage_aware_visible_mpc,hidden_strain_memory,0.40,0,8,0.62500,0.14187,0.49303,0.13771,0.62500,0.37500,0.25000,0.01042,0.01667,0.00000,2.38390,1.19794
damage_aware_visible_mpc,hidden_strain_memory,0.40,1,8,0.62500,0.13773,0.46114,0.09500,0.62500,0.37500,0.25000,0.01042,0.00000,0.00000,2.41340,1.20028
damage_aware_visible_mpc,hidden_strain_memory,0.40,2,8,0.50000,0.14663,0.49762,0.13840,0.62500,0.50000,0.25000,0.01250,0.00417,0.00000,2.43707,1.18655
damage_aware_visible_mpc,hidden_strain_memory,0.40,3,8,0.50000,0.14536,0.44844,0.08925,0.62500,0.50000,0.25000,0.01042,0.00833,0.00000,2.36831,1.19429
damage_aware_visible_mpc,hidden_strain_memory,0.40,4,8,0.50000,0.13986,0.46972,0.10928,0.62500,0.50000,0.25000,0.01250,0.01250,0.00000,2.42605,1.21307
damage_aware_visible_mpc,hidden_strain_memory,0.40,5,8,0.50000,0.14200,0.51436,0.15868,0.50000,0.50000,0.37500,0.01250,0.14583,0.00000,2.37830,1.21865
damage_aware_visible_mpc,hidden_strain_memory,0.40,6,8,0.50000,0.14767,0.45884,0.09539,0.62500,0.50000,0.25000,0.01250,0.02708,0.00000,2.39707,1.16515
damage_aware_visible_mpc,hidden_strain_memory,0.40,7,8,0.62500,0.14355,0.44901,0.09114,0.62500,0.37500,0.25000,0.01250,0.01667,0.00000,2.50041,1.21975
damage_aware_visible_mpc,occluded_contact_memory,0.10,0,8,0.50000,0.14507,0.37174,0.00674,0.50000,0.50000,0.25000,0.01459,0.10625,0.00000,2.27377,1.17995
damage_aware_visible_mpc,occluded_contact_memory,0.10,1,8,0.37500,0.14166,0.39975,0.03329,0.37500,0.62500,0.37500,0.01667,0.08333,0.00000,2.52148,1.22378
damage_aware_visible_mpc,occluded_contact_memory,0.10,2,8,0.50000,0.13984,0.36622,0.00276,0.50000,0.50000,0.25000,0.01459,0.06458,0.00000,2.35014,1.12099
damage_aware_visible_mpc,occluded_contact_memory,0.10,3,8,0.62500,0.13881,0.38715,0.02396,0.50000,0.37500,0.25000,0.01667,0.00625,0.00000,2.48609,1.19504
damage_aware_visible_mpc,occluded_contact_memory,0.10,4,8,0.75000,0.13724,0.41709,0.05365,0.50000,0.25000,0.25000,0.02083,0.03333,0.00000,2.39685,1.27575
damage_aware_visible_mpc,occluded_contact_memory,0.10,5,8,0.50000,0.14034,0.38668,0.01612,0.50000,0.50000,0.25000,0.01667,0.01250,0.00000,2.51487,1.21601
damage_aware_visible_mpc,occluded_contact_memory,0.10,6,8,0.50000,0.14015,0.42074,0.06207,0.50000,0.50000,0.25000,0.02083,0.02500,0.00000,2.44637,1.20698
damage_aware_visible_mpc,occluded_contact_memory,0.10,7,8,0.25000,0.14150,0.36828,0.00515,0.50000,0.75000,0.50000,0.01667,0.12708,0.00000,2.51944,1.23850
damage_aware_visible_mpc,occluded_contact_memory,0.20,0,8,0.50000,0.14507,0.37174,0.00674,0.50000,0.50000,0.25000,0.01459,0.10625,0.00000,2.27377,1.17995
damage_aware_visible_mpc,occluded_contact_memory,0.20,1,8,0.37500,0.14166,0.39975,0.03329,0.37500,0.62500,0.37500,0.01667,0.08333,0.00000,2.52148,1.22378
damage_aware_visible_mpc,occluded_contact_memory,0.20,2,8,0.50000,0.13984,0.36622,0.00276,0.50000,0.50000,0.25000,0.01459,0.06458,0.00000,2.35014,1.12099
damage_aware_visible_mpc,occluded_contact_memory,0.20,3,8,0.62500,0.13881,0.38715,0.02396,0.50000,0.37500,0.25000,0.01667,0.00625,0.00000,2.48609,1.19504
damage_aware_visible_mpc,occluded_contact_memory,0.20,4,8,0.75000,0.13724,0.41709,0.05365,0.50000,0.25000,0.25000,0.02083,0.03333,0.00000,2.39685,1.27575
damage_aware_visible_mpc,occluded_contact_memory,0.20,5,8,0.50000,0.14034,0.38668,0.01612,0.50000,0.50000,0.25000,0.01667,0.01250,0.00000,2.51487,1.21601
damage_aware_visible_mpc,occluded_contact_memory,0.20,6,8,0.50000,0.14015,0.42074,0.06207,0.50000,0.50000,0.25000,0.02083,0.02500,0.00000,2.44637,1.20698
damage_aware_visible_mpc,occluded_contact_memory,0.20,7,8,0.25000,0.14150,0.36828,0.00515,0.50000,0.75000,0.50000,0.01667,0.12708,0.00000,2.51944,1.23850
damage_aware_visible_mpc,occluded_contact_memory,0.30,0,8,0.50000,0.14507,0.37174,0.00674,0.50000,0.50000,0.25000,0.01459,0.10625,0.00000,2.27377,1.17995
damage_aware_visible_mpc,occluded_contact_memory,0.30,1,8,0.37500,0.14166,0.39975,0.03329,0.37500,0.62500,0.37500,0.01667,0.08333,0.00000,2.52148,1.22378
damage_aware_visible_mpc,occluded_contact_memory,0.30,2,8,0.50000,0.13984,0.36622,0.00276,0.50000,0.50000,0.25000,0.01459,0.06458,0.00000,2.35014,1.12099
damage_aware_visible_mpc,occluded_contact_memory,0.30,3,8,0.62500,0.13881,0.38715,0.02396,0.50000,0.37500,0.25000,0.01667,0.00625,0.00000,2.48609,1.19504
damage_aware_visible_mpc,occluded_contact_memory,0.30,4,8,0.75000,0.13724,0.41709,0.05365,0.50000,0.25000,0.25000,0.02083,0.03333,0.00000,2.39685,1.27575
damage_aware_visible_mpc,occluded_contact_memory,0.30,5,8,0.50000,0.14034,0.38668,0.01612,0.50000,0.50000,0.25000,0.01667,0.01250,0.00000,2.51487,1.21601
damage_aware_visible_mpc,occluded_contact_memory,0.30,6,8,0.50000,0.14015,0.42074,0.06207,0.50000,0.50000,0.25000,0.02083,0.02500,0.00000,2.44637,1.20698
damage_aware_visible_mpc,occluded_contact_memory,0.30,7,8,0.25000,0.14150,0.36828,0.00515,0.50000,0.75000,0.50000,0.01667,0.12708,0.00000,2.51944,1.23850
damage_aware_visible_mpc,occluded_contact_memory,0.40,0,8,0.50000,0.14507,0.37174,0.00674,0.50000,0.50000,0.25000,0.01459,0.10625,0.00000,2.27377,1.17995
damage_aware_visible_mpc,occluded_contact_memory,0.40,1,8,0.37500,0.14166,0.39975,0.03329,0.37500,0.62500,0.37500,0.01667,0.08333,0.00000,2.52148,1.22378
damage_aware_visible_mpc,occluded_contact_memory,0.40,2,8,0.50000,0.13984,0.36622,0.00276,0.50000,0.50000,0.25000,0.01459,0.06458,0.00000,2.35014,1.12099
damage_aware_visible_mpc,occluded_contact_memory,0.40,3,8,0.62500,0.13881,0.38715,0.02396,0.50000,0.37500,0.25000,0.01667,0.00625,0.00000,2.48609,1.19504
damage_aware_visible_mpc,occluded_contact_memory,0.40,4,8,0.75000,0.13724,0.41709,0.05365,0.50000,0.25000,0.25000,0.02083,0.03333,0.00000,2.39685,1.27575
damage_aware_visible_mpc,occluded_contact_memory,0.40,5,8,0.50000,0.14034,0.38668,0.01612,0.50000,0.50000,0.25000,0.01667,0.01250,0.00000,2.51487,1.21601
damage_aware_visible_mpc,occluded_contact_memory,0.40,6,8,0.50000,0.14015,0.42074,0.06207,0.50000,0.50000,0.25000,0.02083,0.02500,0.00000,2.44637,1.20698
damage_aware_visible_mpc,occluded_contact_memory,0.40,7,8,0.25000,0.14150,0.36828,0.00515,0.50000,0.75000,0.50000,0.01667,0.12708,0.00000,2.51944,1.23850
ensemble_uncertainty_planner,combined_memory_stress,0.10,0,8,0.37500,0.13495,0.13242,0.04855,0.62500,0.62500,0.62500,0.02708,0.35208,0.25000,2.19044,0.98634
ensemble_uncertainty_planner,combined_memory_stress,0.10,1,8,0.50000,0.13803,0.20622,0.11616,0.62500,0.50000,0.12500,0.01458,0.11667,0.00000,2.10774,0.89317
ensemble_uncertainty_planner,combined_memory_stress,0.10,2,8,0.50000,0.13650,0.17795,0.09795,0.50000,0.50000,0.25000,0.03542,0.11667,0.12500,2.21717,1.10842
ensemble_uncertainty_planner,combined_memory_stress,0.10,3,8,0.50000,0.14023,0.21471,0.13048,0.62500,0.50000,0.12500,0.01458,0.18542,0.00000,1.97002,0.85604
ensemble_uncertainty_planner,combined_memory_stress,0.10,4,8,0.87500,0.13946,0.19575,0.11290,0.62500,0.12500,0.12500,0.02708,0.15625,0.12500,2.16573,1.08483
ensemble_uncertainty_planner,combined_memory_stress,0.10,5,8,0.50000,0.13912,0.21774,0.12593,0.62500,0.50000,0.12500,0.01667,0.11458,0.00000,2.08009,0.87202
ensemble_uncertainty_planner,combined_memory_stress,0.10,6,8,0.62500,0.14097,0.20327,0.12327,0.62500,0.37500,0.25000,0.02291,0.21875,0.00000,2.20272,0.91501
ensemble_uncertainty_planner,combined_memory_stress,0.10,7,8,0.37500,0.13867,0.15368,0.07320,0.62500,0.62500,0.25000,0.01875,0.32083,0.12500,2.04284,0.88213
ensemble_uncertainty_planner,combined_memory_stress,0.20,0,8,0.12500,0.13048,0.13242,0.04855,0.50000,0.87500,0.87500,0.03542,0.52917,1.00000,2.28296,1.10683
ensemble_uncertainty_planner,combined_memory_stress,0.20,1,8,0.37500,0.13914,0.20622,0.11616,0.50000,0.62500,0.50000,0.04375,0.27917,1.00000,2.28801,1.17601
ensemble_uncertainty_planner,combined_memory_stress,0.20,2,8,0.62500,0.13119,0.17795,0.09795,0.62500,0.37500,0.37500,0.03958,0.19792,1.00000,2.42194,1.09433
ensemble_uncertainty_planner,combined_memory_stress,0.20,3,8,0.25000,0.13899,0.21471,0.13048,0.50000,0.75000,0.62500,0.03542,0.40417,0.87500,2.28702,1.14934
ensemble_uncertainty_planner,combined_memory_stress,0.20,4,8,0.37500,0.13612,0.19575,0.11290,0.50000,0.62500,0.50000,0.03542,0.28750,1.00000,2.27275,1.13995
ensemble_uncertainty_planner,combined_memory_stress,0.20,5,8,0.12500,0.13666,0.21774,0.12593,0.50000,0.87500,0.87500,0.03333,0.39583,1.00000,2.40139,1.18141
ensemble_uncertainty_planner,combined_memory_stress,0.20,6,8,0.37500,0.14303,0.20327,0.12327,0.50000,0.62500,0.50000,0.03542,0.38542,1.00000,2.26352,1.16677
ensemble_uncertainty_planner,combined_memory_stress,0.20,7,8,0.37500,0.13875,0.15368,0.07320,0.50000,0.62500,0.62500,0.02917,0.42917,1.00000,2.32975,1.16654
ensemble_uncertainty_planner,combined_memory_stress,0.30,0,8,0.12500,0.13048,0.13242,0.04855,0.50000,0.87500,0.87500,0.03542,0.52917,1.00000,2.28296,1.10683
ensemble_uncertainty_planner,combined_memory_stress,0.30,1,8,0.37500,0.13914,0.20622,0.11616,0.50000,0.62500,0.50000,0.04375,0.27917,1.00000,2.28801,1.17601
ensemble_uncertainty_planner,combined_memory_stress,0.30,2,8,0.62500,0.13119,0.17795,0.09795,0.62500,0.37500,0.37500,0.03958,0.19792,1.00000,2.42194,1.09433
ensemble_uncertainty_planner,combined_memory_stress,0.30,3,8,0.25000,0.13899,0.21471,0.13048,0.50000,0.75000,0.62500,0.03542,0.40417,0.87500,2.28702,1.14934
